scraped_county_name,orgName,address,phone,payDetail,strTeleconsultation,thisWeekCount,nextWeekCount,next2WeekCount,next3WeekCount,editDate,lat,lng
臺北市,沐昂心理諮商所,臺北市中山區松江路297巷4號2樓,02-23708442,無,否,0,0,0,0,2025/11/17,25.060962995077,121.533959974318
臺北市,點晴心理諮商所,臺北市中正區寧波西街87號7樓之2,0976-710756,無,是,0,0,0,0,2025/11/14,25.03000690836,121.515846597737
臺北市,璞願心理諮商所,臺北市中正區忠孝西路一段41號10樓之17,02-23897535、0958-994073,無,否,0,0,0,0,2025/11/24,25.046250994804,121.518320013545
臺北市,擁抱心理博愛館心理諮商所,臺北市中正區博愛路76號10樓之2,02-23715808,無,是,0,0,0,0,2025/11/27,25.044675993288,121.511329003382
臺北市,蘊寬心理諮商所,臺北市中山區松江路206號9樓之1,0919-915355,無,是,0,0,0,0,2025/11/14,25.057535886326,121.532907207279
臺北市,舒心心理諮商所,臺北市中山區民生東路一段42號11樓之2,02-25113206,無,否,0,0,0,0,2025/11/17,25.057928788037,121.524437126482
臺北市,向日葵心理諮商所,臺北市中山區中山北路三段30號3樓之2,02-25921411,無,否,0,0,0,0,2025/11/26,25.065367014643,121.522010984608
臺北市,點亮心燈諮商中心心理諮商所,臺北市中山區松江路289之910號9樓,02-27849528、0968-138838,無,是,0,0,0,0,2025/11/24,25.060431708144,121.533382461189
臺北市,天光心理諮商所,臺北市中山區天祥路22號2樓,02-25117403、0972-882137,無,否,0,0,0,0,2025/11/21,25.061151001165,121.52095897194
臺北市,以賽亞心理諮商所,臺北市中山區吉林路231號3樓,0933-569611,無,是,0,0,0,0,2025/11/25,25.060923013399,121.530377967996
臺北市,綻芯心理諮商所,臺北市中山區復興北路280巷2號3樓,02-25016199,無,是,0,0,0,0,2025/11/27,25.058771878399,121.543169440194
臺北市,一二心理諮商所,臺北市中山區南京東路二段176號11樓,0932-151618 ，Line ID@fawntaiwan,無,是,0,0,0,0,2025/11/20,25.051660004562,121.534973011136
臺北市,愛牽手心理諮商所,臺北市松山區八德路四段666號6樓之1,0909-046181,無,否,0,0,0,0,2025/12/01,25.049865019997,121.576085994754
臺北市,象家園心理諮商所,臺北市松山區民生東路五段69巷25號1樓,02-27650285,無,是,0,0,0,0,2025/11/12,25.059866013499,121.558055012281
臺北市,格瑞思心理諮商所,臺北市大安區信義路四段265巷21弄26號,02-2325-4648,無,是,0,0,0,0,2025/11/13,25.033598009047,121.555830958092
臺北市,拉第石心理諮商所,臺北市大安區新生南路一段103巷9-1號1樓,02-27527588轉16(星期日、一休息),無,是,0,0,0,0,尚未更新,25.040789011419,121.534020994573
臺北市,立翎心理諮商所,臺北市大安區忠孝東路四段183號3樓之6,02-2779-0757,無,否,0,0,0,0,2025/11/19,25.041689311639,121.550901812292
臺北市,綻芯安和心理諮商所,臺北市大安區信義路四段187號7樓,02-27010030,無,是,0,0,0,0,2025/11/14,25.033614982401,121.550970962993
臺北市,歸心心理諮商所,臺北市大安區復興南路二段178號3樓,02-27039156,無,否,0,0,0,0,2025/11/14,25.027439992422,121.543241004247
臺北市,同伴心理諮商所,臺北市大安區信義路三段190號10樓,02-27555429,無,否,0,0,0,0,2025/11/14,25.033178997707,121.542871027041
臺北市,格桑美度心理諮商所,臺北市大安區東豐街7號14樓,02-27095598,無,是,0,0,0,0,2025/11/14,25.036184999643,121.544150021646
臺北市,初和心理諮商所,臺北市大安區信義路四段155號8樓,02-27013392,無,是,0,0,0,0,2025/11/28,25.033420019333,121.550029004714
臺北市,心寓心理諮商所,臺北市大安區羅斯福路三段61號2樓,0910-080536,無,是,0,0,0,0,2025/11/12,25.023044019483,121.525846962596
臺北市,國立臺北教育大學心理諮商暨健康促進研究中心芳蘭心理諮商所,臺北市大安區和平東路二段134-18號,02-27321104轉86001,無,是,0,0,0,0,2025/11/24,25.024518019065,121.545601012905
臺北市,毛蟲藝術心理諮商所,臺北市大安區信義路三段202號6樓之1,02-27551338,無,是,0,0,0,0,2025/11/14,25.033181302731,121.543324320364
臺北市,愛心理諮商所,臺北市大安區和平東路二段66號6樓之1,02-29224977,無,是,0,0,0,0,2025/11/17,25.025237982639,121.538960031019
臺北市,中崙諮商中心心理諮商所,臺北市大安區忠孝東路三段54號4樓之1,02-27319731,無,是,0,0,0,0,2025/11/14,25.041725982466,121.535491012752
臺北市,啟宗心理諮商所,臺北市大安區東豐街7號5樓之2,02-23254066,無,是,0,0,0,0,2025/11/20,25.036094014084,121.547998991584
臺北市,國立臺灣師範大學社區諮商中心心田心理諮商所,臺北市大安區青田街5巷16號,02-77495720,無,是,0,0,0,0,2025/11/18,25.028530980939,121.532790028273
臺北市,哈米思心理諮商所,臺北市萬華區柳州街6號4樓,02-23820667,無,否,0,0,0,0,2025/11/20,25.038050015009,121.505125975937
臺北市,我的心理諮商所,臺北市士林區中山北路七段141巷5號4樓,0970-608189,無,是,0,0,0,0,2025/11/24,25.122995993645,121.531079030377
臺北市,潛意心理諮商所,臺北市士林區中正路213巷44號2樓,02-28838570,無,否,0,0,0,0,2025/11/27,25.093994985844,121.526767966117
臺北市,詠安心理諮商所,臺北市內湖區港華街57號,02-26276655、0932-320628,無,是,0,0,0,0,2025/11/14,25.083029989657,121.575261969853
臺北市,擁抱心理諮商所,臺北市內湖區成功路四段32號4樓,02-87920568,無,是,0,0,0,0,2025/11/14,25.081711013374,121.591655966636
臺北市,蛹之生心理諮商所,臺北市南港區昆陽街85號,0968-070-620,無,否,0,0,0,0,2025/11/14,25.051885980671,121.59363803528
臺北市,島語心理諮商所,臺北市文山區羅斯福路六段10號4樓之2,02-29302022,無,否,0,0,0,0,2025/11/14,24.997776311356,121.540455027269
臺北市,利伯他茲心理諮商所,臺北市文山區木柵路二段62號2樓,02-29361183,無,是,0,0,0,0,2025/11/18,24.988578010811,121.559282961096
臺北市,依懷心理諮商所,臺北市文山區羅斯福路六段297號6樓,0909-416020,無,是,0,0,0,0,2025/11/14,24.994240992234,121.541351974728
臺北市,冬青心理治療所,臺北市中正區中山北路一段2號6樓之6,02-23882552,無,是,0,0,0,0,2025/11/27,25.046081009808,121.519486020095
臺北市,宇聯心理治療所,臺北市大同區承德路二段75巷5號1樓,02-25565255,無,是,0,0,0,0,2025/11/27,25.05584399917,121.518599969111
臺北市,賦能心理治療所,臺北市松山區民生東路五段202之3號1樓,02-27680668,無,是,0,0,0,0,2025/11/14,25.058419003644,121.564395000024
臺北市,聊聊心理治療所,臺北市松山區八德路三段106巷67號1樓,02-25798519、line id:@bu.com.tw,無,是,0,0,0,0,2025/11/14,25.044695020208,121.554460014009
臺北市,福樂心理治療所,臺北市大安區信義路四段58號12樓之3,0919-517774,無,是,0,0,0,0,2025/11/14,25.032979005497,121.545377970461
臺北市,力人心理治療所,臺北市大安區復興南路二段139號10樓,02-27081412,無,是,0,0,0,0,2025/11/24,25.028695014784,121.543768980328
臺北市,童伴心理治療所,臺北市大安區信義路三段190號6樓,02-27555429,無,是,0,0,0,0,2025/11/14,25.033178997707,121.542871027041
臺北市,展立心理治療所,臺北市士林區中山北路五段527號3樓,02-28830823,無,是,0,0,0,0,2025/11/18,25.094072979453,121.527841017362
臺北市,沐昕天母心理治療所,臺北市士林區德行東路190巷31弄6號1樓,0909-270237,無,是,0,0,0,0,2025/11/26,25.107407791124,121.532103885679
臺北市,天母愛舒眠心理治療所,臺北市北投區石牌路一段71巷3弄3號1樓,02-28235600,無,是,0,0,0,0,2025/11/17,25.113760476189,121.510998348958
臺北市,拾月拾日心理治療所,臺北市文山區羅斯福路六段391號2樓,0919-591010,無,是,0,0,0,0,2025/11/14,24.992299994916,121.540822992819
臺北市,螺旋梯心理諮商所,臺北市內湖區安康路261巷7號1樓,02-26309650,無,否,0,0,0,0,2025/11/25,25.066492997607,121.61399097257
臺北市,日好心理治療所,臺北市大安區敦化南路二段59號7樓之1,0979-659938,無,是,0,0,0,0,2025/11/25,25.031196300421,121.549194334796
臺北市,臺北市立萬芳醫院－委託臺北醫學大學辦理,臺北市文山區興隆路三段111號5樓,02-29307930轉53956,無,否,0,0,0,0,尚未更新,24.999679003376,121.557368031497
臺北市,2042心理諮商所,臺北市中山區復興北路204號2樓,0907-620489,無,否,0,0,0,0,2025/11/12,25.055723006397,121.543687005315
臺北市,人生設計心理諮商所,臺北市大同區南京西路41號8樓之2,0983-580856,無,是,0,0,0,0,2025/11/27,25.053235006078,121.509366967487
臺北市,辰光心理治療所,臺北市北投區立農路2段202巷2弄1號1樓;地下1樓,0910-557233,無,否,0,0,0,0,2025/11/21,25.121476,121.505448
臺北市,共渡心理諮商所,臺北市信義區吳興街156巷33弄22號1樓,0976-070618,無,否,0,0,0,0,2025/11/10,25.027949989321,121.559646987151
臺北市,財團法人加惠文教基金會附設心理諮商所,臺北市松山區復興北路181號7樓之5,02-25582771,無,是,0,0,0,0,2025/11/14,25.054746514677,121.544321766842
臺北市,臺北市立聯合醫院林森中醫昆明院區,臺北市萬華區昆明街100號,02-23703739轉1205,無,否,0,0,0,0,2025/11/13,25.044284013586,121.504990021468
臺北市,臺北市立聯合醫院中興院區,臺北市大同區鄭州路145號2樓,02-25523234轉2101,掛號費50元,否,0,0,0,0,尚未更新,25.050691014645,121.508888025539
臺北市,覓汨心理治療所,臺北市松山區健康路325巷24弄8號,02-27587798,無,是,0,0,0,0,2025/11/24,25.056428008273,121.568073984966
臺北市,臺北市立聯合醫院陽明院區,臺北市士林區雨聲街105號,02-28353456,掛號費50元,否,0,0,0,0,尚未更新,25.105194004767,121.531566018952
臺北市,中山抱抱心身醫學診所,臺北市大同區承德路一段105號5樓,02-25590381,掛號費600元,否,0,0,0,0,2025/12/01,25.052841685271,121.517807292527
臺北市,北辰身心醫學診所,臺北市北投區光明路2巷9-3號,02-28925500,掛號費150元,否,0,0,0,0,2025/11/27,25.131600017255,121.499570031417
臺北市,臺北市立聯合醫院忠孝院區,臺北市南港區同德路87號,02-27861288轉1702,掛號費50元,否,0,0,0,0,2025/11/13,25.046511001441,121.586152995744
臺北市,沁芳心理治療所,臺北市中正區漢口街一段85號6樓之9,02-77529902,無,否,0,0,0,0,2025/11/27,25.045237999896,121.511050975654
臺北市,理馨西門舘心理諮商所,臺北市萬華區漢口街二段51號2樓,0968-989195,無,否,0,0,0,0,2025/11/27,25.045867983739,121.506388039098
臺北市,輕輕說心理諮商所,臺北市大安區信義路四段263號11樓之5,無，掛號使用LINE: https://lin.ee/LtdIoAY，ID: @794pxozg,無,否,0,0,0,0,2025/11/20,25.033376014341,121.554035973528
臺北市,進安身心診所,臺北市中山區北安路593號,02-25330726,掛號費200元,否,0,0,0,0,2025/11/20,25.08204201473,121.548622018447
臺北市,荳點心理諮商所,臺北市信義區基隆路一段149號12樓之2,0965-711589,無,是,0,0,0,0,尚未更新,25.042501979062,121.565585984646
臺北市,北極星心理治療所,臺北市大同區承德路三段8巷21號1樓,02-25980305、0988-676135、0972-795502,無,否,0,0,0,0,2025/11/14,25.063786983985,121.516823005638
臺北市,諦聽心理諮商所,臺北市中正區重慶南路一段121號7樓之6,02-23120721、0979-511691,無,否,0,0,0,0,2025/11/30,25.04218698714,121.513329009299
臺北市,開心心理諮商所,臺北市中正區杭州南路一段131巷35-1號1樓,0971-252866,無,是,0,0,0,0,2025/11/14,25.036125991045,121.527257972177
臺北市,大心診所,臺北市大安區忠孝東路四段153號6樓,02-27718821,掛號費200元,是,0,0,0,0,尚未更新,25.041752008275,121.549917022488
臺北市,大心古亭診所,臺北市中正區南昌路二段206號5樓之1,02-23676883,掛號費200元,是,0,0,0,0,尚未更新,25.024036981642,121.524321959132
臺北市,療寓心理諮商所,臺北市大同區庫倫街37號3樓,0976-196737,無,否,3,3,3,0,2025/11/26,25.072056988753,121.518002004138
臺北市,翎馨心理治療所,臺北市士林區中正路236巷32號,02-28343136、 0963-616232,無,否,0,0,0,0,2025/11/18,25.097329013561,121.525000977109
臺北市,山陵路聆心理治療所,臺北市中山區民生東路一段42號7樓,0972-886171,無,否,0,0,0,0,2025/11/27,25.057928788037,121.524437126482
臺北市,用心說心理治療所,臺北市士林區福國路56巷17號1樓,0987-503531,無,是,0,0,0,0,2025/11/25,25.102744980297,121.523199035564
臺北市,捷思心理治療所,臺北市中正區忠孝東路二段100號5樓之7,02-23210031、0919-003316,無,是,0,0,0,0,2025/11/18,25.042762991527,121.530471007121
臺北市,華昕藝心心理諮商所,臺北市南港區研究院路一段99號2樓之103,02-66057103,無,否,0,0,0,0,2025/11/20,25.052282989515,121.616475117214
臺北市,晴風心理治療所,臺北市中山區大直街33巷5號1樓,02-85091190,無,否,0,0,0,0,尚未更新,25.082249005829,121.546704993372
臺北市,晴韻心理諮商所,臺北市大安區忠孝東路四段59號10樓之1,0919-010865,無,否,0,0,0,0,2025/11/14,25.041792115682,121.545806369533
臺北市,元思心理諮商所,臺北市中山區中山北路二段99號3樓之1,02-25677795,無,否,0,0,0,0,2025/11/28,25.059617992984,121.523122005874
臺北市,蘅芯心理諮商所,臺北市中正區重慶南路1段99號11樓1107室,0917-579873(建議簡訊聯繫),無,否,0,0,0,0,2025/11/14,25.043040013426,121.513371002634
臺北市,新識康心身健康中心心理治療所,臺北市大安區敦化南路一段192號7樓之3,02-27218900,無,否,0,0,0,0,2025/11/20,25.042533997932,121.548433006531
臺北市,過好生活心理諮商所,臺北市中正區重慶南路一段10號9樓之6,0913-808793,無,否,0,0,0,0,2025/11/14,25.042736001798,121.513364967663
臺北市,張老師基金會台北心理諮商所,臺北市中山區大直街20巷16號,02-25326180轉136,無,否,0,0,0,0,2025/11/14,25.081206003707,121.545347963248
臺北市,擁抱心藝心理諮商所,臺北市內湖區內湖路二段466號2樓,02-87910019,無,否,0,0,0,0,2025/11/14,25.083878405897,121.59279657602
臺北市,擁抱甯心理諮商所,臺北市松山區復興北路15號5樓之10,02-27751298,無,否,0,0,0,0,2025/11/14,25.048527980712,121.544235014144
臺北市,艾希爾心理治療所,臺北市士林區通河街90號1樓,02-28856572,無,否,0,0,0,0,2025/11/11,25.081099008713,121.52003796842
臺北市,方舟身心診所,臺北市文山區興隆路三段84號2樓,02-29308080,掛號費200元,否,0,0,0,0,尚未更新,24.999670998659,121.556630004922
臺北市,蛹之生明德心理諮商所,臺北市北投區明德路118巷23號1樓,0968-070620,無,否,0,0,0,0,2025/11/25,25.109638006012,121.521125017442
臺北市,振芝映煦心身醫學診所,臺北市大安區信義路四段341號8樓之1,02-27030082,掛號費300元,否,0,0,0,0,2025/11/14,25.033322998804,121.556680966894
臺北市,季遇心理諮商所,臺北市萬華區桂林路26號2樓之2,02-23022317,無,否,0,0,0,0,2025/11/12,25.037605019769,121.505395035029
臺北市,安然心理諮商所,臺北市中正區羅斯福路四段68號8樓之10,0917-002762,無,否,0,0,0,0,2025/11/25,25.014515013906,121.534289969846
臺北市,暮思心理治療所,臺北市大安區和平東路一段77號4樓,02-66040477,無,否,0,0,0,0,2025/11/25,25.027059998842,121.525149001519
臺北市,森呼吸心理諮商所,臺北市大安區信義路二段208號7樓之1,0926-688759,無,否,0,0,0,0,2025/11/20,25.033436992687,121.530758003486
臺中市,佑芯身心診所,台中市北屯區興安路二段7號,04-22470375,無,否,0,0,0,0,2025/11/28,24.174869597971,120.694470713238
臺中市,好時光心理治療所,台中市大里區國光路二段337號,0910957527 或加入LINEID: @xfb1049s,無,否,0,0,0,0,2025/11/26,24.107859006202,120.680028023515
臺中市,財團法人台灣省私立台中仁愛之家附設靜和醫院,台中市西區南屯路一段158號,04-23711129#1124,無,否,0,0,0,0,2025/11/26,24.133725014577,120.659414995769
臺中市,話嶼心理諮商所,台中市北區雙十路二段101號5樓之五,04-22335920,無,是,0,0,0,0,2025/11/24,24.155807012765,120.68979939478
臺中市,明朗身心診所,台中市大里區新仁路二段96號,04-24836800,掛號費250元,是,0,0,0,0,2025/11/27,24.112190515518,120.691808752349
臺中市,清濱醫院,台中市清水區港埠路四段195號,04-26283995#112,無,否,0,0,0,0,2025/11/13,24.283123009039,120.548884012061
臺中市,向陽心理治療所,台中市西屯區大墩十九街151號,0985911807 或加入Line ID: @585xemue,無,是,0,0,0,0,2025/11/18,24.15787030205,120.65251367197
臺中市,王家駿身心診所,台中市北屯區東山路一段332-5號,0932138170,無,否,0,0,0,0,2025/11/13,24.175962011412,120.723840985784
臺中市,心煦心理治療所,台中市西屯區福雅路128巷58號,0970002995,無,是,0,0,0,0,2025/11/17,24.184757687237,120.620739218137
臺中市,寶貝心理諮商所,台中市梧棲區民和路一段200號二樓,0966299469 或加入Line ID : @330mnqrw,無,是,8,8,8,0,2025/11/25,24.249107958094,120.54930019316
臺中市,怡然心理治療所,台中市西區三民路一段170號4樓之2,0905467481,無,是,0,0,0,0,2025/11/26,24.137647409987,120.674800314323
臺中市,訴心理諮商所,台中市西屯區市政北七路186號13樓之8,0908512345 或加入Line ID：@sulisten,無,是,0,0,0,0,2025/11/13,24.165437609966,120.64128410101
臺中市,葵心理諮商所,台中市西屯區台灣大道四段1230巷20之6號,0905677538 或加入LINE ID:@sunflowercc,無,是,0,0,0,0,2025/11/13,24.185529541663,120.611412705136
臺中市,如穎心理成長中心心理治療所,台中市中區柳川東路三段5號5樓,04-22282220,無,是,8,0,0,0,2025/11/10,24.141666252469,120.676671718258
臺中市,心嶼心理治療所,台中市北屯區軍福十三路327號,0903645359,無,是,0,0,0,0,2025/11/28,24.17242501591,120.721793035381
臺中市,昕晴空間心理諮商所,台中市沙鹿區光華路499號,04-26628880,無,是,0,0,0,0,2025/11/13,24.243955004143,120.570437992257
臺中市,靜馨心理治療所,台中市南屯區黎明路一段1144號,04-23823966,無,是,0,0,0,0,2025/11/13,24.141678015767,120.638225963636
臺中市,廖慈凰身心診所,臺中市西區博館路115號1樓,04-23255018,掛號費400元,是,0,0,0,0,2025/11/13,24.156376604995,120.665290458438
臺中市,明德醫院,台中市梧棲區仁美街33巷50號,04-2657-9595#568，0919817961,掛號費150元,否,0,0,0,0,2025/11/13,24.253733290478,120.535754682746
臺中市,心風景心理治療所,台中市西屯區弘孝路207號,04-24520809,無,是,0,0,0,0,2025/11/13,24.170659200368,120.648623379249
臺中市,芙樂奇心理成長心理諮商所,台中市北屯區大連路二段213號,048246028,無,是,3,0,0,0,2025/11/29,24.175746009767,120.687805004738
臺中市,心門心理諮商所,台中市沙鹿區正德路72巷50號,04-23120896 或加入LINEID: @460xawyr ,無,是,0,0,0,0,2025/11/17,24.205324991702,120.568452989947
臺中市,相癒心理諮商所,臺中市北區太原八街110號,04-22992811 或加入LINEID: @669mzvgc,無,是,0,0,0,0,2025/11/13,24.16599299487,120.672555808291
臺中市,陽晴心理治療所,台中市西區五權五街101號,0908432988,無,是,0,0,0,0,2025/11/28,24.136393603001,120.660666833008
臺中市,擁恆心理諮商所,台中市大甲區水源路215號1、2樓,0936185235,無,是,0,0,0,0,2025/11/20,24.341620814214,120.62768949225
臺中市,晴朗心理諮商所,臺中市南屯區黎明東街429號,0908038706,無,是,0,0,0,0,2025/11/18,24.150335809286,120.636366773693
臺中市,桐心理治療所,臺中市南屯區豐富路160巷9號,0953-971130,無,是,0,0,0,0,2025/11/17,24.130028888644,120.648719603498
臺中市,光田醫療社團法人光田綜合醫院,台中市沙鹿區沙田路117號,0978307039,掛號費及部分負擔：白天360元；晚上及假日390元,否,0,0,0,0,2025/11/13,24.235321518143,120.558832241482
臺中市,寬和心理諮商所,台中市南屯區永春東一路573號,04-23829585,無,是,0,0,0,0,2025/11/13,24.13055468543,120.641178237573
臺中市,麥子心理治療所,臺中市南屯區河南路四段700號1樓,0987-186208 或加入LINEID: ＠wheat.psy,無,否,0,0,0,0,2025/11/24,24.14474059555,120.639011096507
臺中市,勵心心理諮商所,台中市南區德祥街15巷16號,0928660285,無,是,0,0,0,0,2025/11/17,24.120680007208,120.654307902164
臺中市,宗益身心醫學診所,台中市烏日區公園路75號,(04)2338-0503,掛號費150元,否,0,0,0,0,2025/11/24,24.101742815274,120.626623565623
臺中市,引光築詩心理治療所,台中市西區忠明南路499號11樓,04-37005384,無,否,0,0,0,0,2025/11/13,24.135623306099,120.65768698261
臺中市,財團法人台中市私立慈光社會福利慈善事業基金會附設慈光社區心理諮商所,臺中市東區東英五街88號2樓,04-22153505,無,是,0,0,0,0,2025/11/13,24.136188204464,120.704472503022
臺中市,拾月拾日心理治療所,台中市北區文武街6號,0919591010 或 LINEID:@1010psy,無,是,0,0,0,0,2025/11/13,24.15386999685,120.676897969412
臺中市,拾月拾日豐原心理治療所,台中市豐原區葫蘆墩三街199號,0919591010 或 LINEID:@1010psy,無,是,0,0,0,0,2025/11/13,24.262122611637,120.715268310492
臺中市,一心心理諮商所,台中市北區華中街25號,04-22075313,無,是,0,0,0,0,2025/11/24,24.15683501128,120.671944013178
臺中市,蛹之生成長心理諮商所,台中市南屯區五權西路二段478-1號,0968-070-620,無,是,0,0,0,0,2025/11/13,24.140680988385,120.64346297674
臺中市,德仁診所,台中市南區南平路314號,04-22652718,掛號費200元,否,0,0,0,0,2025/11/24,24.125381919614,120.668444317145
臺中市,晨心身心診所,台中市太平區中興路158號,04-22780799 或加入LINEID: @536gbokk,掛號費150元,否,0,0,0,0,2025/11/28,24.12611810217,120.713772224595
